UNITNAME,code,colour
Billeranga_Subgroup,P__OAB_xss_b,#F5D06E
Osborne_Formation,K_CYo_sll,#BEFE72
Youanmi_Terrane_greenstones,A_o_YYO,#BCEED2
Goose_Hole_Group,E_GH_xss_kl,#EFBEE7
Wittenoom_Formation,A_HAd_kd,#E0CABF
South_West_Terrane_cataclasite,AP__myyf_YSW,#B6C01B
Brassey_Range_Formation,P__MVb_st,#FAD1C1
Taliwanya_Formation,P__THt_sta,#DFB9AF
Alexander_Formation,J__ax_ss,#C1FEE0
Munkayarra_Shale,R__my_sl,#76F9D9
Yilgarn_Craton_metamorphic_unit,A_mn_Y,#B7B8B8
Opaline_Well_Intrusion,A_STop_xo_a,#A5E9C3
Millindinna_Intrusion,A_STmi_xo_a,#A5E9C3
Mallina_Formation,A_CDm_s,#F7B588
West_Pilbara_Superterrane_mylonitic_unit,A_myy_PWP,#FE98CC
Pinnacle_Hill_Gneiss,A_RApi_mgtn,#FFDFDD
Portree_Suite,A_STP_g,#FEBFBA
Pilbara_Supergroup,A_PI_mu,#B1A6FC
North_Star_Basalt,A_WAn_b,#63FD67
Emu_Pool_Supersuite,A_EM_g,#F492CA
Myanna_Leucogranite,A_SRmy_gml,#FD7E75
Chillerina_Granodiorite,A_STci_ggh,#FEBFBA
Northampton_Inlier_gneissic_unit,P__mnqf_PJNO,#FCA4F4
Paterson_Formation,CP__pa_sepg,#9DD7FB
Parmelia_Group,JK_PA_st,#A9FD43
Northampton_Inlier_granitic_unit,P__g_PJNO,#FE6FB8
Sally_Downs_Supersuite,P__SD_xg_o,#FD5E53
Famennian_reef_complexes__platform_facies,D__ap_klsp,#CAD2FC
Youanmi_Terrane_greenstones,A_mu_YYO,#B1A6FC
Proterozoic_mafic_intrusive_unit,P__od,#4BD386
Lamboo_Province_mafic__ultramafic_intrusive_unit,P__xo_a_LM,#BCB3FD
Youanmi_Terrane_greenstones,A_b_YYO,#C4FEC6
Mahony_Group,D_MA_sp,#C0C8FB
Devonian_conglomerates_associated_with_reef_complexes,D__rc_sbp,#E0E4FD
Northampton_Inlier_metamorphosed_mafic_intrusive_unit,P__mog_PJNO,#A5E9C3
Kialrah_Rhyolite,A_CDk_frb,#FED656
Youanmi_Terrane_greenstones,A_s_YYO,#BBC8CE
Pilbara_Craton_greenstones,A_a_P,#C8C0FD
Duffer_Formation,A_WAd_f,#FED656
Apex_Basalt,A_WAa_b,#D8FFD9
Black_Range_Dolerite_Suite,A_BL_od,#8EE4B4
Pilbara_Craton_greenstones,A_musr_P,#D3CCFD
Warakurna_Supersuite,P__WK_od,#6EE9C8
Pilbara_Craton_greenstones,A_mog_P,#8EE4B4
Tambina_Supersuite,A_TA_mg,#F066B6
Pinjian_Chert_Breccia,AP___pj_ccx,#F7D7A0
Davis_Dolerite,E__dv_od,#8EE4B4
Eastern_Goldfields_Superterrane_greenstones,A_u_YEG,#B1A6FC
Eastern_Goldfields_Superterrane_greenstones,A_o_YEG,#BCEED2
Eastern_Goldfields_Superterrane_greenstones,A_b_YEG,#C4FEC6
Prenti_Dolerite,P__WKgp_od,#78DEA4
Eastern_Goldfields_Superterrane_greenstones,A_og_YEG,#8EE4B4
Eastern_Goldfields_Superterrane_greenstones,A_s_YEG,#E3DDDB
Carawine_Dolomite,A_HAc_kds,#CAA894
Samuel_Formation_and_Bejah_Claystone,K__sb_sf,#BEFE72
Orpheus_Supersuite,A_OP_xo_a,#78DEA4
Toorare_Tonalite,A_MRto_mgta,#FE9E98
Northampton_Inlier_metasedimentary_unit,P__mtq_PJNO,#D2C4C9
Cistern_Formation,A_CDi_xs_fnv,#FDC544
Eastern_Goldfields_Superterrane_greenstones,A_uk_YEG,#BCB3FD
Yilgarn_Craton_granites,A_mgss_Y,#FECFCB
Biranup_Zone_metagranitic_unit,AP__xmggn_mgmn_KKBB,#FCC5FC
South_West_Terrane_greenstones,A_mwa_YSW,#3CFD41
Yilgarn_Craton_granites,A_xgm_gr_Y,#FEAEA9
Munglinup_Gneiss,AP___mu_xmgn_mo,#FEC1E1
Salisbury_Gneiss,P___sb_xmln_mwo,#099BF5
Bunbury_Basalt,K__bu_bb,#B3FE5A
South_West_Terrane_greenstones,A_mtq_YSW,#EC8526
Northern_Foreland_metagranitic_unit,A_xmgm_mgr_AFON,#FEAEA9
South_West_Terrane_greenstones,A_mf_YSW,#FEE286
Collie_Group,P_CL_snh,#9DD7FB
South_West_Terrane_greenstones,A_xmo_ma_YSW,#9080FB
Nornalup_Zone_metagranitic_unit,P__jmgnn_mog_KKBN,#FBA7FA
Esperance_Supersuite,P__EP_g,#FC91F2
Recherche_Supersuite,P__RE_xmgn_mg,#FBA7FA
Nornalup_Zone_gneissic_unit,P__mnqf_KKBN,#FCA4F4
Yilgarn_Craton_granites,A_gg_Y,#FEAEA9
Northern_Foreland_metagranitic_unit,A_xmgss_mgg_AFON,#FEAEA9
Northern_Foreland_metagranitic_unit,A_mgn_AFON,#FEC1E1
Northern_Foreland_metagranitic_unit,AP__xmg_mo_AFON,#F494C7
Yilgarn_Craton_granites,A_gy_Y,#FECFCB
Northern_Foreland_unit,AP__mtq_AFON,#E3DDDB
Moodini_Supersuite,P__MD_xg_og,#FEE2BD
Binneringie_Dyke,P__WIbi_o,#4BD386
Eastern_Goldfields_Superterrane_greenstones,A_up_YEG,#9080FB
Eastern_Goldfields_Superterrane_greenstones,A_f_YEG,#FEE79F
Whitewater_Volcanics,P__PBww_f,#FEDC6E
Northampton_Inlier_metasedimentary_unit,P__mdn_PJNO,#E3DDDB
Ilma_Formation,P__BUi_kdov,#FEE5CC
Youanmi_Terrane_greenstones,A_f_YYO,#FEE8A6
Bandalup_Ultramafics,A__bp_muk,#C4FEC6
Youanmi_Terrane_greenstones,A_mtq_YYO,#DAD2CF
Maydon_Basalt,A__mo_mbb,#63FD67
Yilgarn_Craton_granites,A_mgs_Y,#FEBFBA
Manyutup_Tonalite,A__ma_gt,#FEAEA9
Annabelle_Volcanics,A__ab_fd,#FEE79F
Stirling_Range_Formation,P___sr_mh,#F9DABE
Yilgarn_Craton_granites,A_gch_Y,#FD5E53
Nangetty_Formation,CP__na_sepg,#84CDFA
Nanutarra_Formation,K__na_sz,#D4FEA1
High_Cliff_Sandstone,P__hi_st,#B5E1FC
Nilling_Formation,P___ni_st,#F5D06E
Bililly_Formation,P__BDb_ss,#F9DF9E
Lyons_Group,CP_LY_sepg,#CEEBFD
Byro_Group__upper,P_BYU_sf,#A9DCFC
Kennedy_Group,P_KE_ss,#B5E1FC
Moorarie_Supersuite,P__MO_g,#FDADE6
Leake_Spring_Metamorphics,P__LS_xmd_mk,#F7CEA8
Mount_Minnie_Group,P__MK_s,#D2C7A6
Boolgeeda_Iron_Formation,P__HAo_ci,#B5E1FC
Mount_McRae_Shale_and_Mount_Sylvia_Formation,A_HAu_xsl_ci,#B6846A
Widgiemooltha_Supersuite,P__WI_o,#1EC868
Eastern_Goldfields_Superterrane_greenstones,A_fa_YEG,#FFF3CF
Mount_House_Group,P__HU_se,#FBCB8C
Youanmi_Terrane_greenstones,A_mw_YYO,#78DEA4
Yelma_Formation,P__ETy_sz,#C0967F
Narryer_Terrane_greenstones,A_f_YNA,#FEE79F
Killara_Formation,P__YMk_bb,#FEE5D2
Eastern_Goldfields_Superterrane_greenstones,A_mnqf_YEG,#CFDAD7
Fortescue_Group,A_FO_xo_a,#BCEED2
Kulkatharra_Dolerite,P__WKku_od,#8EE4B4
South_West_Terrane_greenstones,A_mi_YSW,#6BC3F9
Narryer_Terrane_granitic_unit,A_g_YNA,#FECFCB
Carranya_Formation,O__ca_sp,#EEB1FE
Kimberley_Group__lower,P__KML_xs_bb,#E7BE91
Louisa_Downs_Group,P__LD_sk,#F5D4E9
Fitzroy_Volcanics,NM__fi_i,#F7D886
Oscar_Range_Group,P__OS_xs_b,#C0967F
Eastern_Goldfields_Superterrane_greenstones,A_bs_YEG,#8AFE8D
Woongarra_Rhyolite,P__HAw_fr,#CAA894
Pilbara_Supergroup,A_PI_xmb_mu,#C4FEC6
Whundo_Group,A_WH_xb_f,#FED473
Constantine_Sandstone,A_CDc_s,#FBDAC3
Jean_Well_Granodiorite,A_MRje_gg,#FE9E98
Maitland_Intrusion,A_STma_xo_a,#A5E9C3
Yilgarn_Craton_granites,A_gp_Y,#FD319A
Yilgarn_Craton_granites,A_gmp_Y,#FECFCB
Yilgarn_Craton_granites,A_gc_Y,#FE9E98
Holmwood_Shale,P__ho_sh,#84CDFA
Narryer_Terrane_greenstones,A_mwa_YNA,#63FD67
Yilgarn_Craton_granites,A_xmgs_mb_Y,#FECFCB
Carnegie_Formation,P_E__cn_swq,#FFEDDD
Buldya_Group,P__BU_xs_k,#EFCFA3
Halls_Creek_Group,P__HC_xmd_mb,#ECE5D1
Antrim_Plateau_Volcanics_and_Lally_Conglomerate,E__an_xbb_s,#F4C1E6
Crowhurst_Group,P__CR_xs_k,#AB7355
Koongie_Park_Formation,P___ke_xmf_md,#F1EDD1
Eastman_Granite,P___ea_grl,#F4946D
Kuniandi_Group,P__KN_se,#F7CEA8
Colombo_Sandstone,P___co_st,#FECFCB
Talbot_Zone_metasedimentary_unit,P__md_PTRB,#FECE90
Eastern_Goldfields_Superterrane_greenstones,A_fnv_YEG,#FFF3CF
Eastern_Goldfields_Superterrane_greenstones,A_msqz_YEG,#CFDAD7
Youanmi_Terrane_greenstones,A_mhsg_YYO,#F4B67D
Talbot_and_Connaughton_Zones_metagranitic_unit,P__mgnu_PTRO,#FCB6FB
Connaughton_Zone_metamorphosed_mafic_volcanic_unit,P__xmb_md_PTRC,#D6DA84
Coolbro_Sandstone,P__THc_stq,#EFDCD7
Durba_Sandstone,P_E_DId_st,#EFB00D
Broadhurst_Formation,P__THb_shh,#D8A79B
Yandagooge_Formation,P___ya_mls,#FEDC6E
Turee_Creek_Group,P__TK_s,#E0CABF
Famennian_reef_complexes__marginal_slope_and_basin_facies,D__as_ktsi,#CAD2FC
Givetian__Frasnian_reef_complexes__platform_facies,D__rp_kltp,#F8E6FE
Barbwire_Sandstone,J__bw_sp,#ADFED5
Beasley_River_Quartzite,P__SKq_stq,#F1BC89
Nanutarra_Formation_and_Yarraloola_Conglomerate,K__ny_sp,#D4FEA1
Cliff_Pool_Tonalite,A_EHcl_mgt,#FD7E75
Proterozoic_siliciclastic_rocks,P__sz_WAC,#BFADB3
South_West_Terrane_greenstones,A_xmb_mu_YSW,#B1FEB3
South_West_Terrane_greenstones,A_xmwo_mro_YSW,#62D895
South_West_Terrane_greenstones,A_mwo_YSW,#62D895
South_West_Terrane_greenstones,A_mb_YSW,#9EFEA0
Wilki_Formation,P__LAw_stq,#EFDCD7
Puntapunta_Formation,P__LAp_kd,#D09587
Manganese_Group,P__MN_s,#F7B297
Big_Bell_Suite,A_SDB_mg,#F4BAB7
Youanmi_Terrane_greenstones,A_cx_YYO,#C5E2FE
Youanmi_Terrane_greenstones,A_xmb_mg_YYO,#A5E9C3
Rushall_Slate,A_CDr_mlv,#A4B6BD
South_West_Terrane_greenstones,A_mkqx_YSW,#FE83C2
Johnson_Cairn_Formation,P__YWc_sl,#FCEBCE
Juderina_Formation,P__YWj_s,#F7D7A0
Coomberdale_Subgroup,P__OAC_xss_kd,#F9DF9E
Marra_Mamba_Iron_Formation,A_HAm_cib,#B5E1FC
Tuckanarra_Suite,A_TU_mg,#F76EA4
Bitter_Springs_Group,P__BS_kds,#FEDCBB
Maurice_Formation,P_E__ma_stq,#FEDCBB
Sir_Frederick_Conglomerate,P_E__fd_sg,#FEDCBB
Carrington_Suite,P__CN_mg,#FEDEF8
Anketell_Formation,K__an_st,#93FD14
Lucas_Formation,PZ__lc_ss,#EAEDFE
Tabletop_Zone_granitic_unit,P__xg_mn_PTRT,#FDD3FD
Rooney_and_Springo_Inliers_granitic_unit,A_g_PRS,#FECFCB
Mount_Negri_Volcanic_Member,A_CDbn_b,#8AFE8D
Sisters_Supersuite,A_ST_gmb,#FEBFBA
Yilgarn_Craton_granites,A_gmi_Y,#FD5E53
Rooney_and_Springo_Inliers_greenstones,A_s_PRS,#E3DDDB
Karratha_Granodiorite,A_CEkr_gg,#F8BEE0
Tozer_Formation,A_WHt_xb_f,#FED473
Cooya_Pooya_Dolerite,A_FOkc_od,#8EE4B4
Orpheus_Supersuite,A_OP_xg_o,#78DEA4
Jallagnoonina_Granodiorite,A_STja_ggh,#FEBFBA
Honeyeater_Basalt,A_SOh_b,#DFF3CA
Satirist_Monzogranite,A_STsa_gm,#FE9E98
Sylvania_Inlier_greenstones,A_og_PYV,#8EE4B4
Givetian__Frasnian_reef_complexes__marginal_slope_and_basinal_facies,D__gs_ktxi,#F2D6FE
Cadjebut_Formation,D__cj_skcv,#ABB6FA
Yilgarn_Craton_granites,A_gm_Y,#FECFCB
Eastern_Goldfields_Superterrane_greenstones,A_od_YEG,#8EE4B4
Eastern_Goldfields_Superterrane_greenstones,A_mwa_YEG,#3CFD41
Eastern_Goldfields_Superterrane_greenstones,A_mu_YEG,#B1A6FC
Eastern_Goldfields_Superterrane_greenstones,A_xb_s_YEG,#C4FEC6
Youanmi_Terrane_greenstones,A_xmb_mu_YYO,#B1FEB3
Youanmi_Terrane_greenstones,A_md_YYO,#E3DDDB
Peawah_Granodiorite,A_STpe_ggh,#FECFCB
Illaara_Formation,A__il_mtq,#DAD2CF
Pyradie_Formation,A_FOp_bs,#D5D7B6
South_West_Terrane_greenstones,A_md_YSW,#E3DDDB
Ninety_Seven_Mile_Formation_and_Elimberrie_Formation,P___ne_xsp_bb,#FBE7D4
Revolver_Creek_Formation,P___rc_xss_bb,#EEE7EA
Carr_Boyd_Group,P__CB_s,#F3C89D
Youanmi_Terrane_greenstones,A_xbb_og_YYO,#B1FEB3
Wonyulgunna_Sandstone,P__MSw_st,#EEB041
Marymia_Inlier_granitic_unit,A_g_YMA,#FECFCB
Whyjabby_Granodiorite,A_MRwh_ggp,#FE9E98
Twin_Table_Monzogranite,A_RAtw_gf,#FFDFDD
Callytharra_Formation,P__ca_kt,#6BC3F9
Youanmi_Terrane_greenstones,A_xmuk_mi_YYO,#D3CCFD
South_West_Terrane_greenstones,A_xmi_mwo_YSW,#3AAFF7
Narracoota_Formation,P__BYn_bb,#F1C5D7
Karalundi_Formation,P__BYk_st,#DA6595
Eastern_Goldfields_Superterrane_greenstones,A_sc_YEG,#E3DDDB
Cullculli_Suite,A_ANC_mg,#FFDFDD
Mesozoic_siliciclastic_units__eastern_Canning_Basin,MZ_s_CA,#BAFCEC
Frere_Formation,P__ETf_xci_sf,#D5B9AA
Yilgarn_Craton_granites,A_mgnl_Y,#FE98CC
Chester_Formation,A__cc_ml,#BFB1AC
Kurrawang_Formation,A__kw_s,#CBD3D7
Butcher_Bird_Monzogranite,A_MDbb_gm,#FECFCB
Youanmi_Terrane_greenstones,A_meax_YYO,#CFDAD7
Deception_Hill_Microgranite,A__dh_gnap,#FEC1E1
Youanmi_Terrane_greenstones,A_uk_YYO,#D3CCFD
Yilgarn_Craton_granites,A_xg_mb_Y,#FEAEA9
Ashburton_Formation,P__WYa_s,#FEE2BD
Yarraloola_Conglomerate,K__ya_sc,#C9FE8A
Maraloou_Formation,P__YMm_sl,#F1D8BD
Mystery_Monzogranite,A__my_gm,#FE9E98
Errabiddy_Formation,P__BDe_st,#F9DF9E
Jungar_Suite,A_JU_mgms,#FA98BE
Doolgunna_Formation,P__YMd_sta,#FAE2B6
Marda_Complex,A_MD_s,#FEE79F
Yannery_Granite,A_STya_gfh,#FEBFBA
Bradley_Basalt,A_WHb_b,#FEE2A1
Walganna_Suite,A_BRG_gm,#FCC1D8
Yilgarn_Craton_granites,A_xmgn_mgss_Y,#FECFCB
Byro_Group__lower,P_BYL_sf,#A9DCFC
Cheela_Springs_Basalt,P__SKb_bb,#B1FEB3
Marda_Complex,A_MD_f,#FEE79F
Yilgarn_Craton_granites,A_gi_Y,#FEAEA9
Bunjinah_Formation,A_FOu_bbo,#E6E7D3
Yilgarn_Craton_granites,A_mgm_Y,#FEBFBA
Millury_Formation,P__MSm_st,#EEB041
Coonabildie_Formation,P__MVc_ss,#F7B297
Narryer_Terrane_metagranitic_unit,A_xmgn_g_YNA,#FE8E87
Irwin_River_Coal_Measures,P__ir_ssh,#6BC3F9
Yilgarn_Craton_granites,A_gnap_Y,#FEADD7
Eastern_Goldfields_Superterrane_greenstones,A_xf_s_YEG,#FEDC6E
South_West_Terrane_greenstones,A_cc_YSW,#9DD7FB
Langfield_Group,C_LA_sk,#E3E8EA
Warrawoona_Group,A_WA_xb_f,#CAEAA7
Day_Rock_Granodiorite,A__dr_gg,#FCA4F4
Teague_Granite,A__te_gfl,#FFDFDD
Kulele_Limestone,P__EMk_kls,#D5B9AA
Yilgarn_Craton_granites,A_gfl_Y,#FD5E53
Sylvania_Inlier_greenstones,A_b_PYV,#C4FEC6
Sylvania_Inlier_greenstones,A_u_PYV,#B1A6FC
South_West_Terrane_greenstones,A_b_YSW,#C4FEC6
South_West_Terrane_greenstones,A_xmdsr_mwo_YSW,#CFDAD7
Youanmi_Terrane_greenstones,A_xmd_mu_YYO,#BFB1AC
Yilgarn_Craton_granites,A_mgtn_Y,#DAD2CF
Munni_Munni_Intrusion,A_STmu_xo_a,#A5E9C3
Nallana_Formation,A_WHn_b,#FEE2A1
Brill_Monzogranite,A_MRbr_gmp,#FE9E98
Nerrely_Leucogranite,A__ne_gftb,#FE8E87
Mundine_Well_Dolerite_Suite,P__MW_od,#1EC868
Carynginia_Formation,P__cg_sf,#9DD7FB
Sylvania_Inlier_greenstones,A_s_PYV,#E3DDDB
Mount_Gregory_Monzodiorite,A_OPmg_gh,#FD5E53
Allanson_Sandstone,P_CLa_szh,#9DD7FB
Sylvania_Inlier_greenstones,A_cc_PYV,#6BC3F9
Mount_McGrath_Formation,P__WYm_sp,#FECE90
Yilgarn_Craton_granites,A_xg_b_Y,#FECFCB
Wooramel_Group,P_WO_ss,#84CDFA
Yarrawolya_Formation,P__BDy_sf,#F9DF9E
Powdar_Monzogranite,A_STpo_gm,#FEAEA9
Grass_Flat_Gabbro,A__gf_og,#9EFEA0
Imbin_Inlier_felsic_volcanic_unit,P__fcp_GAI,#FEEDB7
Eastern_Goldfields_Superterrane_greenstones,A_cib_YEG,#099BF5
Ularring_Monzogranite,A__ul_gm,#FEADD7
Millars_Monzogranite,A__mi_gmq,#FECFCB
Youanmi_Terrane_greenstones,A_xmwo_mwa_YYO,#76FE7A
Watch_Point_Formation,P__SUw_ss,#F9DF9E
Coondra_Formation,P__SUc_sg,#F9DF9E
Milli_Milli_Inlier_metagranitc_unit,A_mgn_PMI,#FE6FB8
Billinooka_Inlier_granitic_unit,A_g_PBK,#FFDFDD
Snell_Well_Granodiorite,A_OPsn_gg,#FD5E53
Big_Bell_Suite,A_SDB_gmp,#FC9A94
Tjauwata_Group,P__TJ_xmh_mb,#DAD2CF
Yaloginda_Formation,A_NOy_cx,#CDFCB9
Yilgarn_Craton_granites,A_mgno_Y,#FFDFDD
Murrouli_Basalt,A_NOm_mb,#B1FEB3
Jungar_Suite,A_JU_mg,#FA98BE
Bottle_Creek_Microgranite,A__bc_gnap,#FEC1E1
McFadden_Formation,P__DIm_st,#F9DF9E
Karara_Formation,P__TAk_sp,#F7D886
Cheearra_Monzogranite,A_STch_mgm,#FEBFBA
Mafic_intrusive_unit,od,#1EC868
Amhurst_Metamorphics,P___am_xmg_md,#D4D3A5
Glidden_Group,P__GL_s,#F1BC89
Bullock_Hide_Intrusion,A_RAbu_xo_a,#7CF085
Railway_Supersuite,A_RA_mg,#FFDFDD
Boongal_Formation,A_FOo_bbo,#EEEFE2
Chiall_Formation,P__EMc_ss,#CAA894
Mulgarra_Sandstone,P__EMu_st,#AB7355
Badgeradda_Basin_metamorphosed_unit,P__xmd_mb_BD,#F4B67D
Coomberarie_Formation,P__BDc_ss,#F9DF9E
Woodrarrung_Sandstone,P__BDw_st,#F9DF9E
Pigeon_Rocks_Monzogranite,A__pr_gm,#FEBFBA
Diemals_Formation,A__di_s,#EDE9E7
Moora_Group,P__OA_xs_b,#F5D06E
Mullingarra_Gneiss,P___mg_xmdn_mwa,#D2C4C9
Duerdin_Group,P__DE_s,#F7CEA8
Narryer_Terrane_greenstones,A_mu_YNA,#B1A6FC
Cooninia_Inlier_granitic_unit,A_g_PCN,#FFDFDD
San_Sou_Monzogranite,P___ss_gmb,#ED54A5
Tarlwa_Pool_Tonalite,A_CEta_mgt,#F8BEE0
Sylvania_Inlier_greenstones,A_cib_PYV,#099BF5
Sylvania_Inlier_greenstones,A_f_PYV,#FEE79F
Isdell_Formation,P___is_kx,#D5BE98
Golden_Eagle_Orthogneiss,A_MBge_mgtn,#FE9E98
Yandeearra_Granodiorite,A_STyn_gg,#FEAEA9
Pilbara_Creek_Monzogranite,A_STic_gm,#FEAEA9
Corboy_Formation,A_SOc_s,#C8BCB8
Mungaroona_Granodiorite,A_STmr_gg,#FEBFBA
Ruby_Plains_Group,P__RP_xs_k,#F5E5D3
Yalgowra_Suite,A_SDY_xod_og,#D3E6D8
Greensleeves_Formation,A_POg_f,#FDD03E
Tarcunyah_Group,P__TA_sk,#F5D06E
Table_Hill_Volcanics,E__th_xbb_s,#FFECD3
Bungle_Bungle_Dolomite,P___uu_kds,#E8DFE3
Edmund_Group__Depositional_package_1,P__MEP1_kt,#F0BA59
Youanmi_Terrane_greenstones,A_bs_YYO,#3CFD41
Narryer_Terrane_greenstones,A_xmh_mi_YNA,#BFB1AC
Ewington_Coal_Measures,P_CLe_szh,#9DD7FB
Premier_Coal_Measures,P_CLp_snh,#9DD7FB
Stockton_Group,P_ST_sepg,#9DD7FB
Sylvania_Inlier_greenstones,A_bk_PYV,#8AFE8D
Big_Bell_Suite,A_SDB_mgmu,#F4BAB7
Metamorphic_unit,myyq,#000000
Connaughtone_Zone_metamorphosed_ultramafic_unit,P__mu_PTRC,#D4CCFE
Prices_Creek_Group,O_PC_kt,#F8E0FE
Chatarie_Well_Granite,A__ch_gm,#FEBFBA
Hickey_Ricken_Granite,A__hr_g,#FEBFBA
Yilgarn_Craton_granites,A_xmgs_mi_Y,#FECFCB
Yandanooka_Group,P__YA_s,#F5D06E
Youanmi_Terrane_greenstones,A_mrqm_YYO,#FEBCB0
Youanmi_Igneous_Complex__lower_zone,A_ANyl_xogx_mat,#74E07F
Wogala_Suite,A_BRO_gfv,#FCC1D8
Mount_Kenneth_Suite,A_ANK_mg,#FEEAF2
Cundimurra_Monzogranite,A_TUcu_mgmu,#F76EA4
