,X,Y,Z,dip,strike,feature_name,coord,random
1112,2000.0,500.0,6500.0,70.370847,398.150099,s0,,0.2507241165514704
1116,2000.0,500.0,7000.0,70.370847,398.150099,s0,,0.01655839772151657
1120,2000.0,500.0,7500.0,70.370847,398.150099,s0,,0.0031753424738529823
1124,2000.0,500.0,8000.0,70.370847,398.150099,s0,,0.1369280632689347
1128,2000.0,500.0,8500.0,70.370847,398.150099,s0,,0.3389689808670048
1132,2000.0,500.0,9000.0,70.370847,398.150099,s0,,0.729630368237602
1136,2000.0,500.0,9500.0,70.370847,398.150099,s0,,0.5672413353198925
1148,2500.0,500.0,5500.0,67.479139,405.90205699999996,s0,,0.87124544693022
1152,2500.0,500.0,6000.0,67.479139,405.90205699999996,s0,,0.5265055157090962
1156,2500.0,500.0,6500.0,67.479139,405.90205699999996,s0,,0.6637392351503306
1160,2500.0,500.0,7000.0,67.479139,405.90205699999996,s0,,0.25364800083967287
1164,2500.0,500.0,7500.0,67.479139,405.90205699999996,s0,,0.3454713381753324
1168,2500.0,500.0,8000.0,67.479139,405.90205699999996,s0,,0.5808569753823645
1172,2500.0,500.0,8500.0,67.479139,405.90205699999996,s0,,0.9459671635924054
1176,2500.0,500.0,9000.0,67.479139,405.90205699999996,s0,,0.862877019375115
1180,2500.0,500.0,9500.0,67.479139,405.90205699999996,s0,,0.4975578127991339
1192,3000.0,500.0,5500.0,64.030744,417.522113,s0,,0.9516520633513864
1196,3000.0,500.0,6000.0,64.030744,417.522113,s0,,0.5441323435088842
1200,3000.0,500.0,6500.0,64.030744,417.522113,s0,,0.6720832821808965
1204,3000.0,500.0,7000.0,64.030744,417.522113,s0,,0.03296647753507609
1208,3000.0,500.0,7500.0,64.030744,417.522113,s0,,0.034365318081820306
1212,3000.0,500.0,8000.0,64.030744,417.522113,s0,,0.3849889030293029
1216,3000.0,500.0,8500.0,64.030744,417.522113,s0,,0.5533436691146422
1220,3000.0,500.0,9000.0,64.030744,417.522113,s0,,0.9643441597593883
1224,3000.0,500.0,9500.0,64.030744,417.522113,s0,,0.705253940671361
1236,3500.0,500.0,5500.0,64.030744,417.522113,s0,,0.4130497767753033
1240,3500.0,500.0,6000.0,64.030744,417.522113,s0,,0.2574617516203995
1244,3500.0,500.0,6500.0,64.030744,417.522113,s0,,0.9454678822108551
1248,3500.0,500.0,7000.0,64.030744,417.522113,s0,,0.7563324704083244
1252,3500.0,500.0,7500.0,64.030744,417.522113,s0,,0.06761679755230665
1256,3500.0,500.0,8000.0,64.030744,417.522113,s0,,0.0568479084960587
1260,3500.0,500.0,8500.0,64.030744,417.522113,s0,,0.6732749835176974
1264,3500.0,500.0,9000.0,64.030744,417.522113,s0,,0.7349986974676925
1268,3500.0,500.0,9500.0,64.030744,417.522113,s0,,0.9488933728555281
1280,4000.0,500.0,5500.0,60.583216,437.580212,s0,,0.33267536958950494
1284,4000.0,500.0,6000.0,60.583216,437.580212,s0,,0.6294361973685253
1288,4000.0,500.0,6500.0,60.583216,437.580212,s0,,0.015765168253110695
1292,4000.0,500.0,7000.0,60.583216,437.580212,s0,,0.20212737028838668
1296,4000.0,500.0,7500.0,60.583216,437.580212,s0,,0.2728994987453477
1300,4000.0,500.0,8000.0,60.583216,437.580212,s0,,0.1307907546561865
1304,4000.0,500.0,8500.0,60.583216,437.580212,s0,,0.8062221939869043
1308,4000.0,500.0,9000.0,60.583216,437.580212,s0,,0.2873329413956903
1312,4000.0,500.0,9500.0,60.583216,437.580212,s0,,0.896532061833953
1324,4500.0,500.0,5500.0,60.401194999999994,100.307098,s0,,0.03063770255454279
1328,4500.0,500.0,6000.0,60.401194999999994,100.307098,s0,,0.34904978516877017
1332,4500.0,500.0,6500.0,60.401194999999994,100.307098,s0,,0.4979564420465634
1336,4500.0,500.0,7000.0,60.401194999999994,100.307098,s0,,0.2984761268209437
1340,4500.0,500.0,7500.0,60.401194999999994,100.307098,s0,,0.9129586549513026
1344,4500.0,500.0,8000.0,60.401194999999994,100.307098,s0,,0.05724811783549255
1348,4500.0,500.0,8500.0,60.401194999999994,100.307098,s0,,0.9927189247946728
1352,4500.0,500.0,9000.0,60.401194999999994,100.307098,s0,,0.18446458834187573
1356,4500.0,500.0,9500.0,60.401194999999994,100.307098,s0,,0.897554101035817
1368,5000.0,500.0,5500.0,64.030744,122.47788700000001,s0,,0.8438475714513991
1372,5000.0,500.0,6000.0,64.030744,122.47788700000001,s0,,0.6058026536745758
1376,5000.0,500.0,6500.0,64.030744,122.47788700000001,s0,,0.692812092467664
1380,5000.0,500.0,7000.0,64.030744,122.47788700000001,s0,,0.041449667261120204
1384,5000.0,500.0,7500.0,64.030744,122.47788700000001,s0,,0.17797786145154537
1388,5000.0,500.0,8000.0,64.030744,122.47788700000001,s0,,0.886635585936549
1392,5000.0,500.0,8500.0,64.030744,122.47788700000001,s0,,0.4333637032240393
1396,5000.0,500.0,9000.0,64.030744,122.47788700000001,s0,,0.990610003734323
1400,5000.0,500.0,9500.0,64.030744,122.47788700000001,s0,,0.2906603701797231
1412,5500.0,500.0,5500.0,67.922044,135.37123799999998,s0,,0.9119288766852801
1416,5500.0,500.0,6000.0,67.922044,135.37123799999998,s0,,0.9662566628759112
1420,5500.0,500.0,6500.0,67.922044,135.37123799999998,s0,,0.24722255661991255
1424,5500.0,500.0,7000.0,67.922044,135.37123799999998,s0,,0.6946186124149477
1428,5500.0,500.0,7500.0,67.922044,135.37123799999998,s0,,0.040666122778235336
1432,5500.0,500.0,8000.0,67.922044,135.37123799999998,s0,,0.9157361012696138
1436,5500.0,500.0,8500.0,67.922044,135.37123799999998,s0,,0.8661109928705552
1440,5500.0,500.0,9000.0,67.922044,135.37123799999998,s0,,0.6585395587644152
1444,5500.0,500.0,9500.0,67.922044,135.37123799999998,s0,,0.1326394704460896
1456,6000.0,500.0,5500.0,69.965373,140.833552,s0,,0.05567934685461973
1460,6000.0,500.0,6000.0,69.965373,140.833552,s0,,0.1128767639720798
1464,6000.0,500.0,6500.0,69.965373,140.833552,s0,,0.6731399405434099
1468,6000.0,500.0,7000.0,69.965373,140.833552,s0,,0.7486487046721986
1472,6000.0,500.0,7500.0,69.965373,140.833552,s0,,0.4844299793728699
1476,6000.0,500.0,8000.0,69.965373,140.833552,s0,,0.936610329601683
1480,6000.0,500.0,8500.0,69.965373,140.833552,s0,,0.41612203807204107
1484,6000.0,500.0,9000.0,69.965373,140.833552,s0,,0.09818837760820365
1488,6000.0,500.0,9500.0,69.965373,140.833552,s0,,0.44799983532219756
1500,6500.0,500.0,5500.0,71.162932,143.78163600000002,s0,,0.028828558464209397
1504,6500.0,500.0,6000.0,71.162932,143.78163600000002,s0,,0.26220640527258454
1508,6500.0,500.0,6500.0,71.162932,143.78163600000002,s0,,0.8863339208454006
1512,6500.0,500.0,7000.0,71.162932,143.78163600000002,s0,,0.9943944518180194
1516,6500.0,500.0,7500.0,71.162932,143.78163600000002,s0,,0.7533464407597571
1520,6500.0,500.0,8000.0,71.162932,143.78163600000002,s0,,0.848277180630284
1524,6500.0,500.0,8500.0,71.162932,143.78163600000002,s0,,0.5074637696785568
1528,6500.0,500.0,9000.0,71.162932,143.78163600000002,s0,,0.06811436716496
1532,6500.0,500.0,9500.0,71.162932,143.78163600000002,s0,,0.2873423384054863
1544,7000.0,500.0,5500.0,71.525701,144.644505,s0,,0.5777494186687939
1548,7000.0,500.0,6000.0,71.525701,144.644505,s0,,0.5956052949000007
1552,7000.0,500.0,6500.0,71.525701,144.644505,s0,,0.9354987502135035
1556,7000.0,500.0,7000.0,71.525701,144.644505,s0,,0.1638843762721206
1560,7000.0,500.0,7500.0,71.525701,144.644505,s0,,0.8005904542266121
1564,7000.0,500.0,8000.0,71.525701,144.644505,s0,,0.2214718046915416
1568,7000.0,500.0,8500.0,71.525701,144.644505,s0,,0.099853738141359
1572,7000.0,500.0,9000.0,71.525701,144.644505,s0,,0.37621133146496966
1576,7000.0,500.0,9500.0,71.525701,144.644505,s0,,0.165160237834602
1588,7500.0,500.0,5500.0,70.370847,141.849901,s0,,0.17502583561277563
1592,7500.0,500.0,6000.0,70.370847,141.849901,s0,,0.5191146215168013
1596,7500.0,500.0,6500.0,70.370847,141.849901,s0,,0.08909223983795811
1600,7500.0,500.0,7000.0,70.370847,141.849901,s0,,0.25611372618864425
1604,7500.0,500.0,7500.0,70.370847,141.849901,s0,,0.7465049132761863
1608,7500.0,500.0,8000.0,70.370847,141.849901,s0,,0.44413971153221965
1612,7500.0,500.0,8500.0,70.370847,141.849901,s0,,0.4040448670268806
1616,7500.0,500.0,9000.0,70.370847,141.849901,s0,,0.8229512469293088
1620,7500.0,500.0,9500.0,70.370847,141.849901,s0,,0.779899389614466
1632,8000.0,500.0,5500.0,67.479139,134.097943,s0,,0.426245229485131
1636,8000.0,500.0,6000.0,67.479139,134.097943,s0,,0.6114684015842848
1640,8000.0,500.0,6500.0,67.479139,134.097943,s0,,0.7179392003803322
1644,8000.0,500.0,7000.0,67.479139,134.097943,s0,,0.8070790235720784
1648,8000.0,500.0,7500.0,67.479139,134.097943,s0,,0.8612294050107681
1652,8000.0,500.0,8000.0,67.479139,134.097943,s0,,0.7119868027345504
1656,8000.0,500.0,8500.0,67.479139,134.097943,s0,,0.8259950779883187
1660,8000.0,500.0,9000.0,67.479139,134.097943,s0,,0.15567070412672224
1664,8000.0,500.0,9500.0,67.479139,134.097943,s0,,0.13212036392764348
1676,8500.0,500.0,5500.0,64.030744,122.47788700000001,s0,,0.8852009974615007
1680,8500.0,500.0,6000.0,64.030744,122.47788700000001,s0,,0.6450718261221241
1684,8500.0,500.0,6500.0,64.030744,122.47788700000001,s0,,0.4231895635947984
1688,8500.0,500.0,7000.0,64.030744,122.47788700000001,s0,,0.6752524727414732
1692,8500.0,500.0,7500.0,64.030744,122.47788700000001,s0,,0.5405496408831207
1696,8500.0,500.0,8000.0,64.030744,122.47788700000001,s0,,0.08090384199839895
1700,8500.0,500.0,8500.0,64.030744,122.47788700000001,s0,,0.28025151499302636
1704,8500.0,500.0,9000.0,64.030744,122.47788700000001,s0,,0.33422042103834837
1708,8500.0,500.0,9500.0,64.030744,122.47788700000001,s0,,0.6682544584835576
1720,9000.0,500.0,5500.0,60.583216,102.419788,s0,,0.5758362915963829
1724,9000.0,500.0,6000.0,60.583216,102.419788,s0,,0.664820232245194
1728,9000.0,500.0,6500.0,60.583216,102.419788,s0,,0.9359924810503033
1732,9000.0,500.0,7000.0,60.583216,102.419788,s0,,0.3051201550964151
1736,9000.0,500.0,7500.0,60.583216,102.419788,s0,,0.38678244312166465
1740,9000.0,500.0,8000.0,60.583216,102.419788,s0,,0.303611996400338
1744,9000.0,500.0,8500.0,60.583216,102.419788,s0,,0.5452769921746272
1748,9000.0,500.0,9000.0,60.583216,102.419788,s0,,0.694829102268391
1752,9000.0,500.0,9500.0,60.583216,102.419788,s0,,0.07106284403552976
1764,9500.0,500.0,5500.0,60.401242,439.692305,s0,,0.6990353198210394
1768,9500.0,500.0,6000.0,60.401242,439.692305,s0,,0.5426471176069637
1772,9500.0,500.0,6500.0,60.401242,439.692305,s0,,0.4868728266423181
1776,9500.0,500.0,7000.0,60.401242,439.692305,s0,,0.04889341625137189
1780,9500.0,500.0,7500.0,60.401242,439.692305,s0,,0.3125031473410983
1784,9500.0,500.0,8000.0,60.401242,439.692305,s0,,0.024883496740495614
1788,9500.0,500.0,8500.0,60.401242,439.692305,s0,,0.532455483564194
1792,9500.0,500.0,9000.0,60.401242,439.692305,s0,,0.48214257777906455
1796,9500.0,500.0,9500.0,60.401242,439.692305,s0,,0.4196014888026872
1896,500.0,1000.0,5500.0,69.965373,399.166448,s0,,0.22220355796822566
1900,500.0,1000.0,6000.0,69.965373,399.166448,s0,,0.35860084874753106
1904,500.0,1000.0,6500.0,69.965373,399.166448,s0,,0.2005027979013282
1908,500.0,1000.0,7000.0,69.965373,399.166448,s0,,0.9050317626027229
1912,500.0,1000.0,7500.0,69.965373,399.166448,s0,,0.16395331816934688
1916,500.0,1000.0,8000.0,69.965373,399.166448,s0,,0.09649716140710995
1920,500.0,1000.0,8500.0,69.965373,399.166448,s0,,0.8622242773094547
1924,500.0,1000.0,9000.0,69.965373,399.166448,s0,,0.3797273739221977
1928,500.0,1000.0,9500.0,69.965373,399.166448,s0,,0.2850535594319018
1940,1000.0,1000.0,5500.0,71.162932,396.218364,s0,,0.620135605158309
1944,1000.0,1000.0,6000.0,71.162932,396.218364,s0,,0.7298386357992572
1948,1000.0,1000.0,6500.0,71.162932,396.218364,s0,,0.13201734583181168
1952,1000.0,1000.0,7000.0,71.162932,396.218364,s0,,0.4652745437743726
1956,1000.0,1000.0,7500.0,71.162932,396.218364,s0,,0.2943354330528982
1960,1000.0,1000.0,8000.0,71.162932,396.218364,s0,,0.11505899866503277
1964,1000.0,1000.0,8500.0,71.162932,396.218364,s0,,0.11395021338551847
1968,1000.0,1000.0,9000.0,71.162932,396.218364,s0,,0.18909492837949415
1972,1000.0,1000.0,9500.0,71.162932,396.218364,s0,,0.7912418003200997
1984,1500.0,1000.0,5500.0,71.151072,396.246797,s0,,0.812011883539369
1988,1500.0,1000.0,6000.0,71.151072,396.246797,s0,,0.09149813979917121
1992,1500.0,1000.0,6500.0,71.151072,396.246797,s0,,0.9614331069366927
1996,1500.0,1000.0,7000.0,71.151072,396.246797,s0,,0.22372753230991183
2000,1500.0,1000.0,7500.0,71.151072,396.246797,s0,,0.8480283156559962
2004,1500.0,1000.0,8000.0,71.151072,396.246797,s0,,0.4536864784181055
2008,1500.0,1000.0,8500.0,71.151072,396.246797,s0,,0.49071787679025936
2012,1500.0,1000.0,9000.0,71.151072,396.246797,s0,,0.15420254951864487
2016,1500.0,1000.0,9500.0,71.151072,396.246797,s0,,0.07914692897282993
2028,2000.0,1000.0,5500.0,70.370847,398.150099,s0,,0.2921434908225693
2032,2000.0,1000.0,6000.0,70.370847,398.150099,s0,,0.39088447431680473
2036,2000.0,1000.0,6500.0,70.370847,398.150099,s0,,0.6929765678670867
2040,2000.0,1000.0,7000.0,70.370847,398.150099,s0,,0.32683677537385303
2044,2000.0,1000.0,7500.0,70.370847,398.150099,s0,,0.8432016865254446
2048,2000.0,1000.0,8000.0,70.370847,398.150099,s0,,0.45146717488428256
2052,2000.0,1000.0,8500.0,70.370847,398.150099,s0,,0.7381897104220595
2056,2000.0,1000.0,9000.0,70.370847,398.150099,s0,,0.9427775878059576
2060,2000.0,1000.0,9500.0,70.370847,398.150099,s0,,0.20633854112166483
2072,2500.0,1000.0,5500.0,67.479139,405.90205699999996,s0,,0.10457996940740877
2076,2500.0,1000.0,6000.0,67.479139,405.90205699999996,s0,,0.38992321562843324
2080,2500.0,1000.0,6500.0,67.479139,405.90205699999996,s0,,0.6073397887509601
2084,2500.0,1000.0,7000.0,67.479139,405.90205699999996,s0,,0.8726116425355733
2088,2500.0,1000.0,7500.0,67.479139,405.90205699999996,s0,,0.5385206736390956
2092,2500.0,1000.0,8000.0,67.479139,405.90205699999996,s0,,0.15691956712951183
2096,2500.0,1000.0,8500.0,67.479139,405.90205699999996,s0,,0.4500170814570622
2100,2500.0,1000.0,9000.0,67.479139,405.90205699999996,s0,,0.7675737316296346
2104,2500.0,1000.0,9500.0,67.479139,405.90205699999996,s0,,0.1941237969809234
2116,3000.0,1000.0,5500.0,64.030744,417.522113,s0,,0.2122532590060906
2120,3000.0,1000.0,6000.0,64.030744,417.522113,s0,,0.8181776117064536
2124,3000.0,1000.0,6500.0,64.030744,417.522113,s0,,0.8188106229358503
2128,3000.0,1000.0,7000.0,64.030744,417.522113,s0,,0.43128599184152994
2132,3000.0,1000.0,7500.0,64.030744,417.522113,s0,,0.44296340564419245
2136,3000.0,1000.0,8000.0,64.030744,417.522113,s0,,0.17055284562146056
2140,3000.0,1000.0,8500.0,64.030744,417.522113,s0,,0.4196748287798192
2144,3000.0,1000.0,9000.0,64.030744,417.522113,s0,,0.7905064272355499
2148,3000.0,1000.0,9500.0,64.030744,417.522113,s0,,0.24622685394426647
2160,3500.0,1000.0,5500.0,64.030744,417.522113,s0,,0.445510735392215
2164,3500.0,1000.0,6000.0,64.030744,417.522113,s0,,0.676900269855754
2168,3500.0,1000.0,6500.0,64.030744,417.522113,s0,,0.36148593826400577
2172,3500.0,1000.0,7000.0,64.030744,417.522113,s0,,0.8194004182398398
2176,3500.0,1000.0,7500.0,64.030744,417.522113,s0,,0.45861060822491306
2180,3500.0,1000.0,8000.0,64.030744,417.522113,s0,,0.1485632277173876
2184,3500.0,1000.0,8500.0,64.030744,417.522113,s0,,0.17510159883984577
2188,3500.0,1000.0,9000.0,64.030744,417.522113,s0,,0.8721498783192757
2192,3500.0,1000.0,9500.0,64.030744,417.522113,s0,,0.27425883101383197
2204,4000.0,1000.0,5500.0,60.583216,437.580212,s0,,0.8207013500630059
2208,4000.0,1000.0,6000.0,60.583216,437.580212,s0,,0.6933804117473581
2212,4000.0,1000.0,6500.0,60.583216,437.580212,s0,,0.4152064329536278
2216,4000.0,1000.0,7000.0,60.583216,437.580212,s0,,0.3766884820970138
2220,4000.0,1000.0,7500.0,60.583216,437.580212,s0,,0.06128291414953435
2224,4000.0,1000.0,8000.0,60.583216,437.580212,s0,,0.78482434927492
2228,4000.0,1000.0,8500.0,60.583216,437.580212,s0,,0.47355039861734327
2232,4000.0,1000.0,9000.0,60.583216,437.580212,s0,,0.38490850569836066
2236,4000.0,1000.0,9500.0,60.583216,437.580212,s0,,0.6246578235447784
2248,4500.0,1000.0,5500.0,60.401194999999994,100.307098,s0,,0.4020666318558067
2252,4500.0,1000.0,6000.0,60.401194999999994,100.307098,s0,,0.6496381999900696
2256,4500.0,1000.0,6500.0,60.401194999999994,100.307098,s0,,0.2738399551396071
2260,4500.0,1000.0,7000.0,60.401194999999994,100.307098,s0,,0.361076105996576
2264,4500.0,1000.0,7500.0,60.401194999999994,100.307098,s0,,0.6762010247652208
2268,4500.0,1000.0,8000.0,60.401194999999994,100.307098,s0,,0.41274099577005063
2272,4500.0,1000.0,8500.0,60.401194999999994,100.307098,s0,,0.8497500641405971
2276,4500.0,1000.0,9000.0,60.401194999999994,100.307098,s0,,0.42613914712210155
2280,4500.0,1000.0,9500.0,60.401194999999994,100.307098,s0,,0.41291353048920265
2292,5000.0,1000.0,5500.0,64.030744,122.47788700000001,s0,,0.5548540256616502
2296,5000.0,1000.0,6000.0,64.030744,122.47788700000001,s0,,0.739199538358051
2300,5000.0,1000.0,6500.0,64.030744,122.47788700000001,s0,,0.418115131290537
2304,5000.0,1000.0,7000.0,64.030744,122.47788700000001,s0,,0.3728950273617814
2308,5000.0,1000.0,7500.0,64.030744,122.47788700000001,s0,,0.1497951446324436
2312,5000.0,1000.0,8000.0,64.030744,122.47788700000001,s0,,0.5532802005845883
2316,5000.0,1000.0,8500.0,64.030744,122.47788700000001,s0,,0.0938772968968612
2320,5000.0,1000.0,9000.0,64.030744,122.47788700000001,s0,,0.8977467056333448
2324,5000.0,1000.0,9500.0,64.030744,122.47788700000001,s0,,0.7614587479680194
2336,5500.0,1000.0,5500.0,67.922044,135.37123799999998,s0,,0.5220149039358586
2340,5500.0,1000.0,6000.0,67.922044,135.37123799999998,s0,,0.6816238306659639
2344,5500.0,1000.0,6500.0,67.922044,135.37123799999998,s0,,0.23408004436731544
2348,5500.0,1000.0,7000.0,67.922044,135.37123799999998,s0,,0.9621587783368674
2352,5500.0,1000.0,7500.0,67.922044,135.37123799999998,s0,,0.5342129035823716
2356,5500.0,1000.0,8000.0,67.922044,135.37123799999998,s0,,0.7495176829648583
2360,5500.0,1000.0,8500.0,67.922044,135.37123799999998,s0,,0.621039896285068
2364,5500.0,1000.0,9000.0,67.922044,135.37123799999998,s0,,0.6142191199165914
2368,5500.0,1000.0,9500.0,67.922044,135.37123799999998,s0,,0.2018991050339377
2380,6000.0,1000.0,5500.0,69.965373,140.833552,s0,,0.11400449375851274
2384,6000.0,1000.0,6000.0,69.965373,140.833552,s0,,0.8928566892664072
2388,6000.0,1000.0,6500.0,69.965373,140.833552,s0,,0.23575726134253294
2392,6000.0,1000.0,7000.0,69.965373,140.833552,s0,,0.4241460767180465
2396,6000.0,1000.0,7500.0,69.965373,140.833552,s0,,0.22490380301828206
2400,6000.0,1000.0,8000.0,69.965373,140.833552,s0,,0.9741256232504529
2404,6000.0,1000.0,8500.0,69.965373,140.833552,s0,,0.7748154106384365
2408,6000.0,1000.0,9000.0,69.965373,140.833552,s0,,0.923951253010954
2412,6000.0,1000.0,9500.0,69.965373,140.833552,s0,,0.7973879154084899
2424,6500.0,1000.0,5500.0,71.162932,143.78163600000002,s0,,0.9416363688142705
2428,6500.0,1000.0,6000.0,71.162932,143.78163600000002,s0,,0.8922024838611056
2432,6500.0,1000.0,6500.0,71.162932,143.78163600000002,s0,,0.33135410144062893
2436,6500.0,1000.0,7000.0,71.162932,143.78163600000002,s0,,0.062083521226635296
2440,6500.0,1000.0,7500.0,71.162932,143.78163600000002,s0,,0.20057093934626524
2444,6500.0,1000.0,8000.0,71.162932,143.78163600000002,s0,,0.2990170087296212
2448,6500.0,1000.0,8500.0,71.162932,143.78163600000002,s0,,0.8154359626270384
2452,6500.0,1000.0,9000.0,71.162932,143.78163600000002,s0,,0.45915484144825236
2456,6500.0,1000.0,9500.0,71.162932,143.78163600000002,s0,,0.30952689662180033
2468,7000.0,1000.0,5500.0,71.525701,144.644505,s0,,0.8071277612124053
2472,7000.0,1000.0,6000.0,71.525701,144.644505,s0,,0.18346099319608455
2476,7000.0,1000.0,6500.0,71.525701,144.644505,s0,,0.9600520163319353
2480,7000.0,1000.0,7000.0,71.525701,144.644505,s0,,0.03219498990216352
2484,7000.0,1000.0,7500.0,71.525701,144.644505,s0,,0.8189214905641928
2488,7000.0,1000.0,8000.0,71.525701,144.644505,s0,,0.6681838736438082
2492,7000.0,1000.0,8500.0,71.525701,144.644505,s0,,0.9262077858317169
2496,7000.0,1000.0,9000.0,71.525701,144.644505,s0,,0.350912846597459
2500,7000.0,1000.0,9500.0,71.525701,144.644505,s0,,0.33532660487405463
2512,7500.0,1000.0,5500.0,70.370847,141.849901,s0,,0.9606395254009491
2516,7500.0,1000.0,6000.0,70.370847,141.849901,s0,,0.9218508307203923
2520,7500.0,1000.0,6500.0,70.370847,141.849901,s0,,0.6997277123944828
2524,7500.0,1000.0,7000.0,70.370847,141.849901,s0,,0.9137701957172193
2528,7500.0,1000.0,7500.0,70.370847,141.849901,s0,,0.9545032934351696
2532,7500.0,1000.0,8000.0,70.370847,141.849901,s0,,0.7978501472270411
2536,7500.0,1000.0,8500.0,70.370847,141.849901,s0,,0.7120330377257179
2540,7500.0,1000.0,9000.0,70.370847,141.849901,s0,,0.1945932863457801
2544,7500.0,1000.0,9500.0,70.370847,141.849901,s0,,0.6620984487424826
2556,8000.0,1000.0,5500.0,67.479139,134.097943,s0,,0.8378478655702295
2560,8000.0,1000.0,6000.0,67.479139,134.097943,s0,,0.12757104887443915
2564,8000.0,1000.0,6500.0,67.479139,134.097943,s0,,0.31584737264319906
2568,8000.0,1000.0,7000.0,67.479139,134.097943,s0,,0.6076814897001901
2572,8000.0,1000.0,7500.0,67.479139,134.097943,s0,,0.07315656349502198
2576,8000.0,1000.0,8000.0,67.479139,134.097943,s0,,0.17160960155946337
2580,8000.0,1000.0,8500.0,67.479139,134.097943,s0,,0.21024686316098873
2584,8000.0,1000.0,9000.0,67.479139,134.097943,s0,,0.252106227029
2588,8000.0,1000.0,9500.0,67.479139,134.097943,s0,,0.9885209296455805
2600,8500.0,1000.0,5500.0,64.030744,122.47788700000001,s0,,0.03058428746110864
2604,8500.0,1000.0,6000.0,64.030744,122.47788700000001,s0,,0.8824709416957732
2608,8500.0,1000.0,6500.0,64.030744,122.47788700000001,s0,,0.7450641838634768
2612,8500.0,1000.0,7000.0,64.030744,122.47788700000001,s0,,0.10916199908119528
2616,8500.0,1000.0,7500.0,64.030744,122.47788700000001,s0,,0.8419575977000457
2620,8500.0,1000.0,8000.0,64.030744,122.47788700000001,s0,,0.5771702521470631
2624,8500.0,1000.0,8500.0,64.030744,122.47788700000001,s0,,0.5794500332106637
2628,8500.0,1000.0,9000.0,64.030744,122.47788700000001,s0,,0.6320132665803649
2632,8500.0,1000.0,9500.0,64.030744,122.47788700000001,s0,,0.7511774565424243
2644,9000.0,1000.0,5500.0,60.583216,102.419788,s0,,0.7881209483525476
2648,9000.0,1000.0,6000.0,60.583216,102.419788,s0,,0.2077525585334984
2652,9000.0,1000.0,6500.0,60.583216,102.419788,s0,,0.45284625894849606
2656,9000.0,1000.0,7000.0,60.583216,102.419788,s0,,0.6217865555289503
2660,9000.0,1000.0,7500.0,60.583216,102.419788,s0,,0.30526652295246404
2664,9000.0,1000.0,8000.0,60.583216,102.419788,s0,,0.7935557706417763
2668,9000.0,1000.0,8500.0,60.583216,102.419788,s0,,0.6531589951448689
2672,9000.0,1000.0,9000.0,60.583216,102.419788,s0,,0.716699472997505
2676,9000.0,1000.0,9500.0,60.583216,102.419788,s0,,0.7289199320866756
2688,9500.0,1000.0,5500.0,60.401242,439.692305,s0,,0.5188835972947183
2692,9500.0,1000.0,6000.0,60.401242,439.692305,s0,,0.027384929943863323
2696,9500.0,1000.0,6500.0,60.401242,439.692305,s0,,0.045908383598157076
2700,9500.0,1000.0,7000.0,60.401242,439.692305,s0,,0.7430157620843462
